,,,,,,,,,,,,,,,,,,,,,,,
Disciplinary Actions,,Expulsions with educational services,Female,"13,969 ",26.6 ,286 ,0.5 ,154 ,0.3 ,"3,411 ",6.5 ,"5,290 ",10.1 ,"4,431 ",8.4 ,27 ,0.1 ,370 ,0.7 ,618 ,1.2 ," 95,635 ",99.9 
Disciplinary Actions,,,Total,"52,551 ",100.0 ,935 ,1.8 ,712 ,1.4 ,"14,286 ",27.2 ,"16,938 ",32.2 ,"18,313 ",34.8 ,144 ,0.3 ,"1,223 ",2.3 ,"3,324 ",6.3 ," 95,635 ",99.9 
Disciplinary Actions,,,Male,"25,780 ",72.8 ,602 ,1.7 ,215 ,0.6 ,"4,092 ",11.6 ,"10,292 ",29.1 ,"9,844 ",27.8 ,42 ,0.1 ,693 ,2.0 ,"1,100 ",3.1 ," 95,635 ",99.9 
Disciplinary Actions,,Expulsions without educational services,Female,"9,632 ",27.2 ,290 ,0.8 ,38 ,0.1 ,"1,149 ",3.2 ,"4,665 ",13.2 ,"3,150 ",8.9 ,33 ,0.1 ,307 ,0.9 ,231 ,0.7 ," 95,635 ",99.9 
Disciplinary Actions,,,Total,"35,412 ",100.0 ,892 ,2.5 ,253 ,0.7 ,"5,241 ",14.8 ,"14,957 ",42.2 ,"12,994 ",36.7 ,75 ,0.2 ,"1,000 ",2.8 ,"1,331 ",3.8 ," 95,635 ",99.9 
Disciplinary Actions,,,Male,"64,366 ",73.2 ,"1,251 ",1.4 ,772 ,0.9 ,"14,968 ",17.0 ,"21,944 ",24.9 ,"23,724 ",27.0 ,160 ,0.2 ,"1,547 ",1.8 ,"3,799 ",4.3 ," 95,635 ",99.9 
Disciplinary Actions,,Expulsions with or without educational services,Female,"23,620 ",26.8 ,577 ,0.7 ,191 ,0.2 ,"4,571 ",5.2 ,"9,952 ",11.3 ,"7,594 ",8.6 ,59 ,0.1 ,676 ,0.8 ,849 ,1.0 ," 95,635 ",99.9 
Disciplinary Actions,,,Total,"87,986 ",100.0 ,"1,828 ",2.1 ,963 ,1.1 ,"19,539 ",22.2 ,"31,896 ",36.3 ,"31,318 ",35.6 ,219 ,0.2 ,"2,223 ",2.5 ,"4,648 ",5.3 ," 95,635 ",99.9 
Disciplinary Actions,,,Male,"17,189 ",73.4 ,291 ,1.2 ,231 ,1.0 ,"5,287 ",22.6 ,"4,164 ",17.8 ,"6,717 ",28.7 ,47 ,0.2 ,452 ,1.9 ,"1,031 ",4.4 ," 95,635 ",99.8 
Disciplinary Actions,,Expulsions under zero-tolerance policies,Female,"6,228 ",26.6 ,120 ,0.5 ,67 ,0.3 ,"2,074 ",8.9 ,"1,411 ",6.0 ,"2,379 ",10.2 ,13 ,0.1 ,164 ,0.7 ,296 ,1.3 ," 95,635 ",99.8 
Disciplinary Actions,,,Total,"23,417 ",100.0 ,411 ,1.8 ,298 ,1.3 ,"7,361 ",31.4 ,"5,575 ",23.8 ,"9,096 ",38.8 ,60 ,0.3 ,616 ,2.6 ,"1,327 ",5.7 ," 95,635 ",99.8 
Disciplinary Actions,,,Male,"131,248 ",68.7 ,"2,913 ",1.5 ,"2,248 ",1.2 ,"33,332 ",17.5 ,"33,482 ",17.5 ,"56,132 ",29.4 ,305 ,0.2 ,"2,836 ",1.5 ,"8,894 ",4.7 ," 95,635 ",99.5 
Disciplinary Actions,,Referral to law enforcement,Female,"59,699 ",31.3 ,"1,433 ",0.8 ,648 ,0.3 ,"14,440 ",7.6 ,"18,690 ",9.8 ,"22,953 ",12.0 ,120 ,0.1 ,"1,415 ",0.7 ,"2,917 ",1.5 ," 95,635 ",99.5 
Disciplinary Actions,,,Total,"190,947 ",100.0 ,"4,346 ",2.3 ,"2,896 ",1.5 ,"47,772 ",25.0 ,"52,172 ",27.3 ,"79,085 ",41.4 ,425 ,0.2 ,"4,251 ",2.2 ,"11,811 ",6.2 ," 95,635 ",99.5 
Disciplinary Actions,,,Male,"32,753 ",68.7 ,674 ,1.4 ,462 ,1.0 ,"8,416 ",17.7 ,"9,099 ",19.1 ,"13,344 ",28.0 ,69 ,0.1 ,689 ,1.4 ,"1,901 ",4.0 ," 95,635 ",97.7 
Disciplinary Actions,,School-related arrests,Female,"14,889 ",31.3 ,354 ,0.7 ,121 ,0.3 ,"3,457 ",7.3 ,"5,045 ",10.6 ,"5,452 ",11.4 ,25 ,0.1 ,435 ,0.9 ,682 ,1.4 ," 95,635 ",97.7 
Disciplinary Actions,,,Total,"47,642 ",100.0 ,"1,028 ",2.2 ,583 ,1.2 ,"11,873 ",24.9 ,"14,144 ",29.7 ,"18,796 ",39.5 ,94 ,0.2 ,"1,124 ",2.4 ,"2,583 ",5.4 ," 95,635 ",97.7 
,,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads: Of all 141,139 public school students without disabilities who received corporal punishment, 3,219 (2.3)% were American Indian or Alaska Native.",,,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2011–12, available at http://ocrdata.ed.gov. Data notes are available at http://ocrdata.ed.gov/downloads/DataNotes.docx",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,"141,139",,"3,219",,403,,"12,117",,"49,391",,,,,,,,,,,
